device_key,label,device_info,device_type,os,browser,screen,n_txns,n_cards,n_customers
Da1a1b929b5cf,SAMSUNG SM-G900A Build/MMB29M | Android 6.0.1 | samsung browser 6.2 | 1920x1080,SAMSUNG SM-G900A Build/MMB29M,mobile,Android 6.0.1,samsung browser 6.2,1920x1080,4,4,4
De3e650e7934e,F3313 Build/37.0.A.2.108 | chrome generic for android,F3313 Build/37.0.A.2.108,mobile,"",chrome generic for android,"",5,4,4
Df296442133b5,SAMSUNG | Android 5.1.1 | chrome generic | 1920x1080,SAMSUNG,mobile,Android 5.1.1,chrome generic,1920x1080,5,4,4
D4b3397231e9f,Windows | Windows 10 | firefox 57.0 | 1280x800,Windows,desktop,Windows 10,firefox 57.0,1280x800,4,4,4
D4637715cd869,Ilium X710 Build/MRA58K | chrome 62.0 for android,Ilium X710 Build/MRA58K,mobile,"",chrome 62.0 for android,"",6,4,4
D8667535b89bd,G3123 | chrome 66.0 for android,G3123,mobile,"",chrome 66.0 for android,"",5,4,4
Db60eee0439c8,CHC-U03 Build/HuaweiCHC-U03 | chrome 62.0 for android,CHC-U03 Build/HuaweiCHC-U03,mobile,"",chrome 62.0 for android,"",6,4,4
D388667f2cd60,ALE-L23 Build/HuaweiALE-L23 | chrome 43.0 for android,ALE-L23 Build/HuaweiALE-L23,mobile,"",chrome 43.0 for android,"",5,4,4
D935ed4c75e9b,SM-G935V Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2560x1440,SM-G935V Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2560x1440,4,4,4
D2205a6aebf00,Windows | Windows 10 | edge 17.0 | 1680x1050,Windows,desktop,Windows 10,edge 17.0,1680x1050,9,4,4
Dade65be41954,Windows | Windows 10 | chrome 66.0 | 3000x2000,Windows,desktop,Windows 10,chrome 66.0,3000x2000,6,4,4
D7c07aada8d39,MacOS | Mac OS X 10_13_1 | safari 11.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_1,safari 11.0,1440x900,7,4,4
D98041bd891c3,SM-A310M Build/LMY47X | chrome 65.0 for android,SM-A310M Build/LMY47X,mobile,"",chrome 65.0 for android,"",9,4,4
D9171a212e4c3,BLADE V8Q Build/N2G47H | chrome generic for android,BLADE V8Q Build/N2G47H,mobile,"",chrome generic for android,"",9,4,4
Db04c5fca616b,hi6210sft Build/MRA58K | chrome 63.0 for android,hi6210sft Build/MRA58K,mobile,"",chrome 63.0 for android,"",62,4,4
D9abbf0d88157,E2306 Build/26.3.A.1.33 | chrome 64.0 for android,E2306 Build/26.3.A.1.33,mobile,"",chrome 64.0 for android,"",4,4,4
Df6e217a996a6,Pixel 2 Build/OPM2.171019.016 | Android 8.1.0 | chrome 63.0 for android,Pixel 2 Build/OPM2.171019.016,mobile,Android 8.1.0,chrome 63.0 for android,"",4,4,4
Dcd71f1290f62,Linux | chrome 64.0 | 2560x1440,"",desktop,Linux,chrome 64.0,2560x1440,8,4,4
Dd36a97250ef8,5080A Build/MRA58K | chrome 66.0 for android,5080A Build/MRA58K,mobile,"",chrome 66.0 for android,"",6,4,4
D3662ed8de3d6,Windows | Windows 10 | edge 15.0 | 1280x800,Windows,desktop,Windows 10,edge 15.0,1280x800,8,4,4
D3580e5fdbc5d,M4 SS4456 Build/LMY47V | chrome 62.0 for android,M4 SS4456 Build/LMY47V,mobile,"",chrome 62.0 for android,"",5,4,4
Dcb8e89869e33,Lenovo A2016b30 Build/MRA58K | chrome 64.0 for android,Lenovo A2016b30 Build/MRA58K,mobile,"",chrome 64.0 for android,"",6,4,4
D2ed2a9516af2,LG-H850 Build/MMB29M | chrome 59.0 for android,LG-H850 Build/MMB29M,mobile,"",chrome 59.0 for android,"",13,4,4
Db943465a3fb3,Windows | Windows 10 | chrome 62.0 | 1152x864,Windows,desktop,Windows 10,chrome 62.0,1152x864,7,4,4
D3836db444e63,SM-N910V Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 2560x1440,SM-N910V Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,2560x1440,5,4,4
D57a03e7eb38c,G8141 | chrome 64.0 for android,G8141,mobile,"",chrome 64.0 for android,"",4,4,4
Deed805900609,SM-J120H Build/LMY47V | chrome 64.0 for android,SM-J120H Build/LMY47V,mobile,"",chrome 64.0 for android,"",6,4,4
Db627f2d4c2bf,XT1635-01 Build/NDNS26.118-23-12-3 | chrome 62.0 for android,XT1635-01 Build/NDNS26.118-23-12-3,mobile,"",chrome 62.0 for android,"",4,4,4
D84cdb829a874,SAMSUNG SM-G920I Build/NRD90M | samsung browser 6.2,SAMSUNG SM-G920I Build/NRD90M,mobile,"",samsung browser 6.2,"",5,4,4
D8fdef29aa3d7,MacOS | Mac OS X 10_12_4 | safari generic | 2880x1800,MacOS,desktop,Mac OS X 10_12_4,safari generic,2880x1800,10,4,4
D542346594c0e,LGMS210 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 1280x720,LGMS210 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,1280x720,4,4,4
D6884ba5fda54,iOS Device | iOS 11.3.0 | chrome | 2048x1536,iOS Device,mobile,iOS 11.3.0,chrome,2048x1536,5,4,4
D84d75ba9a136,SM-G850M Build/LRX22G | chrome 65.0 for android,SM-G850M Build/LRX22G,mobile,"",chrome 65.0 for android,"",13,4,4
Dcd0afcfe491c,LG-H840 Build/MMB29M | chrome 66.0 for android,LG-H840 Build/MMB29M,mobile,"",chrome 66.0 for android,"",5,4,4
D06f23a3314f7,HTC One M9 Build/NRD90M | chrome 64.0 for android,HTC One M9 Build/NRD90M,mobile,"",chrome 64.0 for android,"",4,4,4
D15e033294a70,LG-D855 Build/LRX21R | chrome 65.0 for android,LG-D855 Build/LRX21R,mobile,"",chrome 65.0 for android,"",7,4,4
D440a6814a728,Windows | Windows 10 | firefox 56.0 | 1366x768,Windows,desktop,Windows 10,firefox 56.0,1366x768,4,4,4
Da4381a11d9a0,Windows | Windows 8 | chrome 65.0 | 1366x768,Windows,desktop,Windows 8,chrome 65.0,1366x768,4,4,4
D2698b933aa96,Windows | Windows Vista | firefox 52.0 | 1152x864,Windows,desktop,Windows Vista,firefox 52.0,1152x864,15,4,4
De316c33b7669,SM-G930V Build/NRD90M | Android 7.0 | android webview 4.0 | 1920x1080,SM-G930V Build/NRD90M,mobile,Android 7.0,android webview 4.0,1920x1080,4,4,4
De7fb30f925f5,Hisense U963 Build/MRA58K | chrome 63.0 for android,Hisense U963 Build/MRA58K,mobile,"",chrome 63.0 for android,"",5,4,4
Dbf70affa22a9,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1023,Trident/7.0,desktop,Windows 7,ie 11.0 for desktop,1280x1023,4,4,4
D35da01fd9b91,5056A Build/MMB29M | chrome 65.0 for android,5056A Build/MMB29M,mobile,"",chrome 65.0 for android,"",4,4,4
D1153278283c7,MYA-L13 Build/HUAWEIMYA-L13 | chrome 63.0 for android,MYA-L13 Build/HUAWEIMYA-L13,mobile,"",chrome 63.0 for android,"",6,4,4
D4a1ca2e85762,SAMSUNG SM-N950U Build/NMF26X | Android 7.1.1 | samsung browser 6.2 | 2961x1442,SAMSUNG SM-N950U Build/NMF26X,mobile,Android 7.1.1,samsung browser 6.2,2961x1442,4,4,4
D116ec4d494e0,SM-J510MN Build/MMB29M | chrome 50.0 for android,SM-J510MN Build/MMB29M,mobile,"",chrome 50.0 for android,"",15,4,4
Dd20cac1ad49d,iOS Device | iOS 10.1.1 | mobile safari 10.0 | 2001x1125,iOS Device,mobile,iOS 10.1.1,mobile safari 10.0,2001x1125,5,4,4
Df8a97f73d7a3,rv:52.0 | Mac OS X 10.12 | firefox 52.0 | 2560x1440,rv:52.0,desktop,Mac OS X 10.12,firefox 52.0,2560x1440,5,4,4
D82dd4d3e711c,iOS Device | iOS 9.3.5 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 9.3.5,mobile safari generic,1136x640,8,4,4
D895f80650ee1,F3113 Build/33.3.A.1.97 | chrome 66.0 for android,F3113 Build/33.3.A.1.97,mobile,"",chrome 66.0 for android,"",4,4,4
D8e1df0f09672,Windows | Windows 10 | chrome 66.0 | 1502x844,Windows,desktop,Windows 10,chrome 66.0,1502x844,17,4,4
D97b3617f4f68,XT1064 Build/MPB24.65-34-3 | chrome 56.0 for android,XT1064 Build/MPB24.65-34-3,mobile,"",chrome 56.0 for android,"",4,4,4
D5215cd726444,XT1080 Build/SU6-7.7 | Android | chrome 63.0 for android | 1280x720,XT1080 Build/SU6-7.7,mobile,Android,chrome 63.0 for android,1280x720,4,4,4
D5bd944b53de5,XT1635-02 Build/NPN26.118-22-2 | chrome 62.0 for android,XT1635-02 Build/NPN26.118-22-2,mobile,"",chrome 62.0 for android,"",8,4,4
Df412f0c71a80,MacOS | Mac OS X 10_12_3 | safari generic | 1366x768,MacOS,desktop,Mac OS X 10_12_3,safari generic,1366x768,4,4,4
Dc14aeb8b570b,SM-G925T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2560x1440,SM-G925T Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2560x1440,6,4,4
D56b67736e291,SAMSUNG SM-G928G Build/NRD90M | samsung browser 6.4,SAMSUNG SM-G928G Build/NRD90M,mobile,"",samsung browser 6.4,"",4,4,4
D261f9c97723a,Windows | Windows 10 | opera | 1366x768,Windows,desktop,Windows 10,opera,1366x768,6,4,4
D5933a2105133,rv:59.0 | Mac OS X 10.13 | firefox 59.0 | 1440x900,rv:59.0,desktop,Mac OS X 10.13,firefox 59.0,1440x900,4,4,4
D878ff2ec557f,iOS Device | iOS 10.0.2 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 10.0.2,mobile safari generic,1334x750,5,4,4
D787aeb516c16,Windows | Windows 8.1 | ie 11.0 for desktop | 1600x900,Windows,desktop,Windows 8.1,ie 11.0 for desktop,1600x900,4,4,4
D3a178beb6c91,F3113 Build/33.2.A.4.70 | chrome 62.0 for android,F3113 Build/33.2.A.4.70,mobile,"",chrome 62.0 for android,"",4,4,4
D0fbd5a99c82d,maxthon,"",desktop,"",maxthon,"",6,4,4
Db1052b77b4f6,SM-G930F Build/NRD90M | chrome generic for android,SM-G930F Build/NRD90M,mobile,"",chrome generic for android,"",5,4,4
D141c4461d7e3,F3313 Build/37.0.A.2.248 | chrome generic for android,F3313 Build/37.0.A.2.248,mobile,"",chrome generic for android,"",5,4,4
D35ad5177423b,SM-G850M | chrome 66.0 for android,SM-G850M,mobile,"",chrome 66.0 for android,"",4,4,4
D7e0e41683f02,F3213 Build/36.0.A.2.146 | chrome 65.0 for android,F3213 Build/36.0.A.2.146,mobile,"",chrome 65.0 for android,"",4,4,4
D397f2a22fb4d,SM-J100VPP Build/LMY48B | chrome 63.0 for android,SM-J100VPP Build/LMY48B,mobile,"",chrome 63.0 for android,"",8,4,4
D1523a60e95ba,Windows | Windows 10 | chrome 66.0 | 1280x800,Windows,desktop,Windows 10,chrome 66.0,1280x800,4,4,4
D5b23e8a63265,LG-H500 Build/LRX21Y | chrome generic,LG-H500 Build/LRX21Y,mobile,"",chrome generic,"",5,4,4
D44efb5eb28db,Windows | Windows 7 | firefox 58.0 | 1680x1050,Windows,desktop,Windows 7,firefox 58.0,1680x1050,4,4,4
De5d3660fe81f,Trident/7.0 | Windows 8.1 | Microsoft/Windows | 1366x768,Trident/7.0,mobile,Windows 8.1,Microsoft/Windows,1366x768,4,4,4
D1bbf6945670b,Windows | chrome 57.0,Windows,desktop,"",chrome 57.0,"",5,4,4
D4b2be0a0170e,SM-G950U Build/NRD90M | Android 7.0 | chrome 60.0 for android | 2220x1080,SM-G950U Build/NRD90M,mobile,Android 7.0,chrome 60.0 for android,2220x1080,5,4,4
D3cd46ca1fa45,iOS Device | iOS 10.2.0 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 10.2.0,mobile safari generic,2048x1536,4,4,4
D096883ffe2c2,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.0.2,mobile safari 11.0,2001x1125,4,4,4
D98c37f38bb99,BLADE A520 Build/NRD90M | chrome 64.0 for android,BLADE A520 Build/NRD90M,mobile,"",chrome 64.0 for android,"",4,4,4
Da4dd81a73795,Windows | Windows 10 | chrome 66.0 | 2048x1152,Windows,desktop,Windows 10,chrome 66.0,2048x1152,8,4,4
Dc015faa9609b,rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 2880x1800,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,2880x1800,4,4,4
Db2e4a1ef86e4,5010S Build/MRA58K | chrome 64.0 for android,5010S Build/MRA58K,mobile,"",chrome 64.0 for android,"",4,4,4
D0ea33d48a318,SM-G955U Build/NRD90M | chrome 64.0 for android,SM-G955U Build/NRD90M,mobile,"",chrome 64.0 for android,"",9,4,4
Dabe2a04f2b14,Moto C Plus Build/NRD90M.05.034 | chrome 64.0 for android,Moto C Plus Build/NRD90M.05.034,mobile,"",chrome 64.0 for android,"",6,4,4
D6d4ff49e25c7,Android 7.0,Android 7.0,mobile,"","","",5,4,4
De2f784301446,SM-G935F Build/MMB29K | chrome 64.0 for android,SM-G935F Build/MMB29K,mobile,"",chrome 64.0 for android,"",5,4,4
D1267440f41d9,ZTE Blade A511 Build/MRA58K | chrome 63.0 for android,ZTE Blade A511 Build/MRA58K,mobile,"",chrome 63.0 for android,"",5,4,4
D6bdcb4586dd1,Windows | Windows 10 | chrome | 1366x768,Windows,desktop,Windows 10,chrome,1366x768,4,4,4
D327b9cda79a9,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.2.6,mobile safari 11.0,2732x2048,10,4,4
Dac8465176057,Y635-L03 Build/HuaweiY635-L03 | chrome 65.0 for android,Y635-L03 Build/HuaweiY635-L03,mobile,"",chrome 65.0 for android,"",5,4,4
D61e7f8b509a7,Windows | Windows 8.1 | chrome 66.0 | 1368x768,Windows,desktop,Windows 8.1,chrome 66.0,1368x768,5,4,4
D102634f88855,SM-A320FL Build/NRD90M | chrome 65.0 for android,SM-A320FL Build/NRD90M,mobile,"",chrome 65.0 for android,"",9,4,4
D841cbf917cd1,G3123 Build/40.0.A.6.175 | chrome 66.0 for android,G3123 Build/40.0.A.6.175,mobile,"",chrome 66.0 for android,"",11,4,4
Dc4238078d167,Windows | Windows 10 | edge 14.0 | 1440x900,Windows,desktop,Windows 10,edge 14.0,1440x900,4,4,4
De7e7f1ff05d6,SAMSUNG SM-G930A Build/NRD90M | Android 7.0 | samsung browser 6.4 | 1920x1080,SAMSUNG SM-G930A Build/NRD90M,mobile,Android 7.0,samsung browser 6.4,1920x1080,4,4,4
D395f25bd8d1a,Windows | Windows 10 | chrome 63.0 | 1152x864,Windows,desktop,Windows 10,chrome 63.0,1152x864,4,4,4
Df65e76e50d4a,LG-H320 Build/LRX21Y | chrome generic,LG-H320 Build/LRX21Y,desktop,"",chrome generic,"",6,4,4
D33dfdaf0d5f9,SM-G955U Build/R16NW | Android 8.0.0 | chrome generic for android | 2220x1081,SM-G955U Build/R16NW,mobile,Android 8.0.0,chrome generic for android,2220x1081,8,4,4
D387fb8997cb1,rv:50.0 | firefox,rv:50.0,desktop,"",firefox,"",5,4,4
Dfbb11416e9a5,rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 3360x2100,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,3360x2100,6,4,4
Dd2c70d227984,MacOS | Mac OS X 10_10_5 | chrome 61.0 | 1440x900,MacOS,desktop,Mac OS X 10_10_5,chrome 61.0,1440x900,4,4,4
D66e13640fecc,SM-G935V Build/NRD90M | chrome 63.0 for android,SM-G935V Build/NRD90M,mobile,"",chrome 63.0 for android,"",5,4,4
D0d09a2d2b54d,Lenovo K33b36 Build/MMB29M | chrome 63.0 for android,Lenovo K33b36 Build/MMB29M,mobile,"",chrome 63.0 for android,"",18,4,4
D7c586ee4ee12,Linux | chrome generic | 2961x1442,"",desktop,Linux,chrome generic,2961x1442,8,4,4
D380c352a9af9,Moto E (4) Build/NCQ26.69-56 | Android 7.1.1 | chrome generic | 1280x720,Moto E (4) Build/NCQ26.69-56,mobile,Android 7.1.1,chrome generic,1280x720,4,4,4
D7a9567e544f5,F3213 Build/36.0.A.2.146 | chrome 63.0 for android,F3213 Build/36.0.A.2.146,mobile,"",chrome 63.0 for android,"",5,4,4
D90988c962f10,SM-G950U1 Build/NRD90M | chrome 63.0 for android,SM-G950U1 Build/NRD90M,mobile,"",chrome 63.0 for android,"",5,4,4
De3b76c91209a,Windows | Windows 10 | firefox generic | 1366x768,Windows,desktop,Windows 10,firefox generic,1366x768,4,4,4
D53500e60d31c,LG-K220 Build/MXB48T | chrome 62.0 for android,LG-K220 Build/MXB48T,mobile,"",chrome 62.0 for android,"",7,4,4
D592d581cdcb0,Z981 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080,Z981 Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,1920x1080,5,4,4
Deb46e26d4b45,Windows | Windows 7 | chrome 64.0 | 1280x1025,Windows,desktop,Windows 7,chrome 64.0,1280x1025,7,4,4
D5c71cae159f3,rv:58.0 | Windows 10 | firefox | 1366x768,rv:58.0,desktop,Windows 10,firefox,1366x768,6,4,4
D3d272e7c3279,iOS Device | iOS | mobile safari 9.0 | 2208x1242,iOS Device,mobile,iOS,mobile safari 9.0,2208x1242,5,4,4
D48d201b87984,F3313 Build/37.0.A.2.248 | chrome 64.0 for android,F3313 Build/37.0.A.2.248,mobile,"",chrome 64.0 for android,"",5,4,4
De19badeaaf6e,SM-E500M Build/KTU84P | chrome 64.0 for android,SM-E500M Build/KTU84P,mobile,"",chrome 64.0 for android,"",6,4,4
D578c46a6bcb4,Windows | Windows 7 | chrome | 1680x1050,Windows,desktop,Windows 7,chrome,1680x1050,9,4,4
D00e6f2f5e842,SM-G955U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2220x1080,SM-G955U Build/R16NW,mobile,Android 8.0.0,chrome 66.0 for android,2220x1080,4,4,4
D8b4e3b24c005,Windows | Windows 7 | chrome 62.0 | 1600x1200,Windows,desktop,Windows 7,chrome 62.0,1600x1200,5,4,4
D40a16103059e,HUAWEI NXT-L09 Build/HUAWEINXT-L09 | chrome 63.0 for android,HUAWEI NXT-L09 Build/HUAWEINXT-L09,mobile,"",chrome 63.0 for android,"",7,4,4
Df1cd74f97af4,rv:56.0 | Windows 7 | firefox 56.0 | 1920x1080,rv:56.0,desktop,Windows 7,firefox 56.0,1920x1080,4,4,4
D3b6b6aba38fe,MacOS | Mac OS X 10_12_6 | safari generic | 3840x2400,MacOS,desktop,Mac OS X 10_12_6,safari generic,3840x2400,8,4,4
D91771f3347c2,MacOS | Mac OS X 10_13_4 | chrome generic | 1440x900,MacOS,desktop,Mac OS X 10_13_4,chrome generic,1440x900,6,4,4
Df6245f08f582,Moto | Android 7.1.1 | chrome generic | 1280x720,Moto,mobile,Android 7.1.1,chrome generic,1280x720,6,4,4
D70bdb0dfbf9f,Windows | Windows 10 | edge 14.0 | 3840x2160,Windows,desktop,Windows 10,edge 14.0,3840x2160,4,4,4
D79b805ccd7a9,Lenovo K33b36 Build/NRD90N | chrome 63.0 for android,Lenovo K33b36 Build/NRD90N,mobile,"",chrome 63.0 for android,"",5,4,4
Dbf63796b35be,LG-X210 Build/LMY47I | chrome 59.0 for android,LG-X210 Build/LMY47I,mobile,"",chrome 59.0 for android,"",6,4,4
D4669e697e5c0,SM-G930P Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G930P Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,4,4,4
D96666a981fd6,Windows | Windows 10 | chrome 67.0 | 1920x1080,Windows,desktop,Windows 10,chrome 67.0,1920x1080,5,4,4
D70ea06276561,LG-K580 Build/MRA58K | chrome generic for android,LG-K580 Build/MRA58K,mobile,"",chrome generic for android,"",6,4,4
D05396ddf20ea,EVA-L09 Build/HUAWEIEVA-L09 | chrome 62.0 for android,EVA-L09 Build/HUAWEIEVA-L09,mobile,"",chrome 62.0 for android,"",8,4,4
D18e2e0cf9f4e,MacOS | Mac OS X 10_13_3 | safari 11.0 | 2560x1600,MacOS,desktop,Mac OS X 10_13_3,safari 11.0,2560x1600,6,4,4
D871ee510e758,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1280x1024,MacOS,desktop,Mac OS X 10_10_5,chrome 63.0,1280x1024,5,4,4
Deb70d5568218,Windows | Windows 10 | edge 16.0 | 1920x1079,Windows,desktop,Windows 10,edge 16.0,1920x1079,6,4,4
Decafc9cc72a6,SAMSUNG SM-G9650 Build/R16NW | samsung browser 7.0,SAMSUNG SM-G9650 Build/R16NW,mobile,"",samsung browser 7.0,"",4,4,4
Dc3424f4c0799,rv:52.0 | Mac OS X 10.12 | firefox 52.0 | 2880x1800,rv:52.0,desktop,Mac OS X 10.12,firefox 52.0,2880x1800,4,4,4
D2c0b005087a1,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 5120x2880,MacOS,desktop,Mac OS X 10_13_1,chrome 62.0,5120x2880,4,4,4
D064df9770746,Android | chrome generic | 855x480,"",mobile,Android,chrome generic,855x480,4,4,4
Dd2039ac82de6,LG-K410 Build/LRX22G | chrome 66.0 for android,LG-K410 Build/LRX22G,mobile,"",chrome 66.0 for android,"",19,4,4
D6fef00b775b7,Windows | Windows 8 | chrome 65.0 | 1920x1080,Windows,desktop,Windows 8,chrome 65.0,1920x1080,12,4,4
D9c39179ab3f0,MacOS | Mac | chrome 62.0 | 2880x1800,MacOS,desktop,Mac,chrome 62.0,2880x1800,4,4,4
D06205ba1214f,SM-A510M Build/NRD90M | chrome 64.0 for android,SM-A510M Build/NRD90M,mobile,"",chrome 64.0 for android,"",6,4,4
D3e6893b5e0fa,MacOS | Mac OS X 10_10_5 | chrome 66.0 | 1920x1080,MacOS,desktop,Mac OS X 10_10_5,chrome 66.0,1920x1080,6,4,4
D27a0d6c363d4,rv:59.0 | Mac OS X 10.13 | firefox 59.0 | 3360x2100,rv:59.0,desktop,Mac OS X 10.13,firefox 59.0,3360x2100,4,4,4
D692654cb5bfe,Windows | Windows 7 | firefox 60.0 | 1280x1024,Windows,desktop,Windows 7,firefox 60.0,1280x1024,4,4,4
D933c51378b74,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 3360x2100,MacOS,desktop,Mac OS X 10_12_6,chrome 66.0,3360x2100,5,4,4
D649a065b43f1,Windows | Windows 10 | chrome 63.0 | 1280x960,Windows,desktop,Windows 10,chrome 63.0,1280x960,5,4,4
D84d50f83a6ae,moto x4 Build/OPWS27.57-40-6 | chrome generic for android,moto x4 Build/OPWS27.57-40-6,mobile,"",chrome generic for android,"",4,4,4
D19e5c68690cd,iOS Device | iOS 11.3.1 | google | 2436x1125,iOS Device,mobile,iOS 11.3.1,google,2436x1125,4,4,4
D5770d4f05234,SM-N900W8 Build/LRX21V | chrome generic,SM-N900W8 Build/LRX21V,desktop,"",chrome generic,"",5,4,4
Dfe4a0ceda3ea,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1919x1080,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1919x1080,4,4,4
Daa1831d0820e,LG-H500 Build/LRX21Y | chrome 65.0 for android,LG-H500 Build/LRX21Y,mobile,"",chrome 65.0 for android,"",4,4,4
D649e6d5d4ae5,Hisense F23 Build/NRD90M | chrome 64.0 for android,Hisense F23 Build/NRD90M,mobile,"",chrome 64.0 for android,"",4,4,4
Dfe15d57366d5,C6906 Build/14.6.A.1.236 | chrome 64.0 for android,C6906 Build/14.6.A.1.236,mobile,"",chrome 64.0 for android,"",4,4,4
De8096a9eec25,Windows | Windows 10 | chrome 55.0 | 1920x1080,Windows,desktop,Windows 10,chrome 55.0,1920x1080,6,4,4
D72b1961f159a,Windows | Windows 7 | chrome 62.0 | 2560x1080,Windows,desktop,Windows 7,chrome 62.0,2560x1080,4,4,4
Dc8510c58f345,MacOS | Mac OS X 10_13_2 | chrome 62.0 | 5120x2880,MacOS,desktop,Mac OS X 10_13_2,chrome 62.0,5120x2880,4,4,4
Dbd94efec45ba,Windows | Windows 10 | chrome 63.0 | 2000x1125,Windows,desktop,Windows 10,chrome 63.0,2000x1125,4,4,4
D6d5ec65d0c75,LG-X230 Build/MRA58K | chrome generic for android,LG-X230 Build/MRA58K,mobile,"",chrome generic for android,"",18,4,4
D7007bd71fd7c,Moto Z2 Play Build/NPSS26.118-19-6 | chrome 63.0 for android,Moto Z2 Play Build/NPSS26.118-19-6,mobile,"",chrome 63.0 for android,"",10,4,4
Dee51433b24e4,iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.0.1,mobile safari 11.0,2732x2048,4,4,4
D9722dbcc5b33,E6603 Build/32.4.A.1.54 | chrome 58.0 for android,E6603 Build/32.4.A.1.54,mobile,"",chrome 58.0 for android,"",11,4,4
D15becffe3b58,SAMSUNG SM-J700M Build/MMB29K | samsung browser 4.0,SAMSUNG SM-J700M Build/MMB29K,mobile,"",samsung browser 4.0,"",4,4,4
Dbf192dbbbf14,MacOS | Mac OS X 10_13_2 | chrome 62.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_2,chrome 62.0,1920x1080,5,4,4
Dcbda42287a52,LG-K530 Build/NRD90U | chrome 63.0 for android,LG-K530 Build/NRD90U,mobile,"",chrome 63.0 for android,"",5,4,4
D232c4f9cbc1a,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1680x1050,MacOS,desktop,Mac OS X 10_10_5,chrome 63.0,1680x1050,4,4,4
D60bc0bcede6a,LGMS210 Build/NRD90U | Android 7.0 | chrome 63.0 for android | 1280x720,LGMS210 Build/NRD90U,mobile,Android 7.0,chrome 63.0 for android,1280x720,5,4,4
Da69cc55fd7fd,Blade A510 Build/MRA58K | chrome 63.0 for android,Blade A510 Build/MRA58K,mobile,"",chrome 63.0 for android,"",4,4,4
De002b162eb20,VS425PP Build/LMY47V | Android 5.1.1 | chrome generic | 855x480,VS425PP Build/LMY47V,mobile,Android 5.1.1,chrome generic,855x480,5,4,4
D9eb142f3deac,E2104 Build/24.0.A.5.14 | chrome generic,E2104 Build/24.0.A.5.14,mobile,"",chrome generic,"",4,4,4
Dc59cd20e0370,Ilium X520 Build/NRD90M | chrome 64.0 for android,Ilium X520 Build/NRD90M,mobile,"",chrome 64.0 for android,"",4,4,4
D9e454dd16579,Windows | Windows 7 | firefox 58.0 | 1920x1200,Windows,desktop,Windows 7,firefox 58.0,1920x1200,7,4,4
D8124c3053162,EVA-L09 Build/HUAWEIEVA-L09 | chrome 65.0 for android,EVA-L09 Build/HUAWEIEVA-L09,mobile,"",chrome 65.0 for android,"",5,4,4
D88105879d5b9,MacOS | Mac OS X 10_12_1 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_12_1,safari generic,1280x800,4,4,4
D73eea1635dbd,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 2220x1081,SM-N950U Build/NMF26X,mobile,Android 7.1.1,chrome 66.0 for android,2220x1081,4,4,4
Dc87be3e241c8,SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.4 | 2220x1080,SAMSUNG SM-G950U Build/NRD90M,mobile,Android 7.0,samsung browser 6.4,2220x1080,4,4,4
D84cfa2ff9ce9,rv:57.0 | Mac OS X 10.9 | firefox 57.0 | 1440x900,rv:57.0,desktop,Mac OS X 10.9,firefox 57.0,1440x900,4,4,4
D7c3f978f3ef6,MacOS | Mac | safari generic | 2880x1800,MacOS,desktop,Mac,safari generic,2880x1800,4,4,4
